BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Chirbes, Rafael: En la orilla. Barcelona: Anagrama, 2013.	Chirbes, Rafael	En la orilla	2013	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		todo mi padre. El siniestro auto negro circulaba de noche con los faros apagados y aparcaba ante la puerta de alguna casa, las risas salían a través de las ventanillas abiertas a la noche calurosa. Verano de 1939. El sonido de los disparos al aire como carta de presentación de la jauría, el crujido de las esquirlas que se desprendían de un muro en el que a la mañana siguiente los vecinos podían ver los huecos de los impactos. Coche de carniceros, husmeo de carroña. Pero eso es la fase turbia, de un modo u otro inevitable en toda acumulación primitiva. Para que crezca la planta primero hay que estercolar. Esas
Chirbes, Rafael: En la orilla. Barcelona: Anagrama, 2013.	Chirbes, Rafael	En la orilla	2013	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		el cornudo San José, ellos llevan negocios, estrés, trabajos sucios en una fábrica, trabajos peligrosos en una obra, trabajos excitantes en un bufete, y piensan que la carpintería es una profesión inocua, el sol dora el polvo de serrín que flota en el aire, un filtro de oro, doradas las virutas como esquirlas obtenidas con buril de joyero, el olor de la madera, tan agradable, sedante, huele a pino, huele a cedro del Líbano, a resinas, el propio olor de la cola resulta grato a la nariz: las mentiras, los tópicos. Hasta los accidentes más graves parecen relativamente benevolentes en una carpintería
Chirbes, Rafael: En la orilla. Barcelona: Anagrama, 2013.	Chirbes, Rafael	En la orilla	2013	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		, o durante el invierno, llega hasta el fondo del marjal el mugido del mar, cuyas aguas altas hinchan las del pantano: el oleaje penetra por las bocas del río y de los canales de desagüe y el espejo del lago se rompe en mil pedazos que, como hechos de brillantes esquirlas de un metal líquido, se juntan y separan nerviosos, cambiando continuamente de forma y posición. El marjal cobra vida, todo es movimiento: el agua, las cañas, los matojos, todo se agita. Lo he visto decenas de veces, pero los recuerdos se concentran en la tarde en que de repente se
Llop, José Carlos: Solsticio. Barcelona: RBA Libros, 2013.	Llop, José Carlos	Solsticio	2013	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Habíamos acabado la compra y, mientras colocaban las botellas en una cesta, un sifón cayó al suelo y reventó a los pies de mi madre. Con tan mala fortuna que una esquirla de vidrio como punta de flecha se le clavó en una pierna, acertando en alguna vena. En pocos segundos mi madre estaba tumbada en el suelo con la pierna hecha un ecce homo y una sangría incesante.
Molino, Sergio del: La hora violeta. Barcelona: Penguin Random House Grupo Editorial, 2013.	Molino, Sergio del	La hora violeta	2013	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Tigre Juan y Premio Ojo Crítico de Narrativa 2013	. Aterrizamos en Barcelona y esperamos unas horas hasta poder tomar un AVE a Zaragoza. Llegamos muy tarde, más de doce horas después de haber salido del hotel en Berlín. A través de la ventanilla del taxi, la ciudad me parece tan asfixiante y plana como de costumbre. Está llena de esquinas puntiagudas y de esquirlas. Hay minas que voy a pisar. Hay polvo en el aire y todo parece pesar muchísimo. Los días no pasarán ligeros aquí. Las nubes, llenas de un agua que no quieren descargar, se quedarán quietas en un cielo chato que se derrumba sobre la planicie. No hay putas dibujadas por Moebius ni hombres
M. Mañueco, Rafael: «Cheliábinsk vuelve paulatinamente a la normalidad tras la caída del meteorito». ABC. Madrid: abc.es, 2013-02-25.	M. Mañueco, Rafael	ABC	2013	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España		Noticia		en el laboratorio que dirige el científico, Mijaíl Nazárov, informa la agencia Ria-Nóvosti. El envío lo ha hecho la Universidad Federal de los Urales, en donde trabaja el profesor Víctor Grojovski, quien se ha convertido en el portavoz del grupo científico local gracias a cuyos esfuerzos se ha logrado ya reunir más de medio centenar de esquirlas del bólido. La piedra sideral, según los primeros estudios, es rocosa de la clase de la condritas (no metálicas), pero contiene un 10% de hierro.
«La Junta inicia el proceso para delimitar fosas en la zona donde podría estar enterrado Lorca». ABC. Madrid: abc.es, 2013-11-29.		ABC	2013	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España		Noticia		Llanos de Corvera, conocido también como cortijo 'Gazpacho' o 'Pepino', a unos 500 metros del Barranco de Víznar, y a unos 1.000 del parque Federico García Lorca, donde la Junta de Andalucía ya lideró en 2009 otro proyecto para la búsqueda de fosas que acabó sin el hallazgo de evidencias de enterramiento alguno o esquirla de hueso.
Alemán, Gabriela: «El extraño viaje». La muerte silba un blues. Bogotá: Penguin Random House, 2014.	Alemán, Gabriela	La muerte silba un blues	2014	Primera edición	Ficción	Escrito	Libro	Relato	Ecuador	Andina	Ficción		honra de Cordobés, vaya. Regresé a ver la estación donde, en el subsuelo, operaba la imprenta del periódico dueño de la radio y de inmediato escuché el estruendo de la primera explosión, antes de que las ondas expansivas me lanzaran contra el suelo. Cuando miré el edificio me pareció una caldera. Las esquirlas de los vidrios regadas por la calle reproducían las llamas y creaban el efecto siniestro de una ciudad asentada sobre un río de fuego. Cuando llegó el bramido del segundo estallido, se terminó de incendiar la noche y los techos de los alrededores se contagiaron del fuego.
Roca, Juan Manuel: «La ciudad en la poesía colombiana». Giraldo, Luz Mary; Roca, Juan Manuel; Gil Gómez, Leonardo: Tres Ensayos. Bogotá: Universidad Externado de Colombia, 2014.	Giraldo, Luz Mary; Roca, Juan Manuel; Gil Gómez, Leonardo	Tres Ensayos	2014	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Colombia	Caribe continental	Académico		Así, como nos resulta identificable una ciudad que en el caso del actor callejero creo que retrata desde un personaje cotidiano a Bogotá y sus oficios orilleros, también podría tratarse de una esquirla urbana de Medellín o Barranquilla, de Cali o Bucaramanga.
Rey Rosa, Rodrigo: «El cojo bueno». Imitación de Guatemala. Barcelona: Alfaguara, 2014.	Rey Rosa, Rodrigo	Imitación de Guatemala	2014	Primera edición	Ficción	Escrito	Libro	Novela	Guatemala	México y Centroamérica	Ficción	El texto fuente es una versión revisada del texto original del año 1996.	— Suerte, y un poco de ojo tal vez. Aquellos dos ni al hospital llegaron. Al Tapir, que iba de copiloto, la cabeza le quedó colgando por un lado. El Horrible duró un poco más, y sufrió más también. Le entraron esquirlas hasta en los sesos.
Belli, Gioconda: El intenso calor de la luna. Barcelona: Seix Barral, 2014.	Belli, Gioconda	El intenso calor de la luna	2014	Primera edición	Ficción	Escrito	Libro	Novela	Nicaragua	México y Centroamérica	Ficción		Margarita insiste en dormir con Ernesto en el taller. Él no puede arriesgarse, argumenta. ¿Quién lo ayudará si cae entre formones, esquirlas y aserrín? Ella lo acompañará con muchísimo gusto. No tiene obligaciones, nadie la necesita. (Tener quien la necesite es un lujo, una maravilla.) Sin acatar objeciones la muchacha se dispone a la tarea. Lleva su mochila, sus chinelas, su cepillo de dientes. Tararea mientras acomoda sus cosas sin
Belli, Gioconda: El intenso calor de la luna. Barcelona: Seix Barral, 2014.	Belli, Gioconda	El intenso calor de la luna	2014	Primera edición	Ficción	Escrito	Libro	Novela	Nicaragua	México y Centroamérica	Ficción		y es que no ha podido evitar que el beso en el hombro le desate un eco que la recorre de extremo a extremo. Se percata de que está cargada de tensión sexual, de deseo contenido, de imágenes prohibidas de ella y Ernesto rodando por el suelo del taller, desnudos entre el aserrín y las esquirlas.
Lojo, María Rosa: Todos éramos hijos. Buenos Aires: Sudamericana, 2014.	Lojo, María Rosa	Todos éramos hijos	2014	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		café, un año atrás. Cuando brindaron con Pancho y Andrea, con Esteban, Silvia y Lulú por la retirada de la dictadura. Pero el regreso de la democracia no había significado el fin de las muertes políticas y la violencia los había tocado de cerca. Había estallado entre ellos, trastornándolo todo, desperdigando esquirlas que se instalarían en el cuerpo de la memoria, erosionándolo por dentro.
Zepeda Patterson, Jorge: Milena o el fémur más bello del mundo. Barcelona: Planeta, 2014.	Zepeda Patterson, Jorge	Milena o el fémur más bello del mundo	2014	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción	Esta novela obtuvo el Premio Planeta 2014	en un trending topic viral. La nota periodística no bastaba, no ahora, cuando solo consultaban los diarios e informativos las élites políticas y culturales. La acusación de El Mundo contra Salgado produciría el efecto de una bomba entre la clase política, de las que provocan que todos se pongan a buen recaudo para evitar las esquirlas. Sin embargo, Tomás necesitaba algo más que eso. El sistema tenía que abandonar al capo, incluso presionarlo y, por qué no, meterlo en prisión; motivos sobraban. Pero para que eso sucediera era necesario que la opinión pública cuestionara a la autoridad con tal intensidad que la inacción misma tuviera un
Paz Soldán, Edmundo: Iris. Ciudad Autónoma de Buenos Aires: Aguilar, Altea, Taurus, Alfaguara, 2014.	Paz Soldán, Edmundo	Iris	2014	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción		Días después lo llevaron a la sala de fisioterapia. Por los pasillos de un pabellón vio  figuras borrosas tiradas en literas o en sillas de ruedas. Algunas emitían gemidos  lastimeros; otras tenían la mirada catatónica, como si estuvieran sedadas. Las bombas y  las minas las destrozaban de la cintura para abajo; las esquirlas se les incrustaban en  el pecho, en la cara. Brazos y caderas rotas, espinas dorsales paralizadas, cuellos que  no se moverían más.
Paz Soldán, Edmundo: Iris. Ciudad Autónoma de Buenos Aires: Aguilar, Altea, Taurus, Alfaguara, 2014.	Paz Soldán, Edmundo	Iris	2014	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción		Imaginaba una bomba explotando delante de él, sacudiéndolo con las esquirlas. Sentía que  había perdido las piernas y se las tocaba: estaban ahí. Su pecho se contraía, y apretaba  un botón para llamar a los enfermeros y pedir que le dieran cualquier cosa que le  permitiera apaciguar la ansiedad y el dolor. Decían que no podían hacerlo.
Paz Soldán, Edmundo: Iris. Ciudad Autónoma de Buenos Aires: Aguilar, Altea, Taurus, Alfaguara, 2014.	Paz Soldán, Edmundo	Iris	2014	Primera edición	Ficción	Escrito	Libro	Novela	Bolivia	Andina	Ficción		Pope. Necesitaba  limpiarse definitivamente de esa historia. Había dado pasos positivos en esa dirección,  y sentía que estaba preparada para el salto liberador. Cuando se le aparecieron las  imágenes de Reynolds y Prith en una ceremonia, todo se le nubló. Todavía no estaba lista  para procesar esa experiencia negativa, ese trauma. Esquirlas de metralla vivas en su  pecho. Su relación con ellos no fue negativa ni traumática, eso era lo peor; igual debía  conciliar esa experiencia con lo que sabía de ellos ahora. Con lo que había estado  ocurriendo mientras se acostaban. Con lo que ellos habían estado haciendo. Lo pensaba,  lo imaginaba, y
Rivera Letelier, Hernán: El vendedor de pájaros. Santiago de Chile: Alfaguara, 2014.	Rivera Letelier, Hernán	El vendedor de pájaros	2014	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción	El texto fuente contiene numerosas muestras léxicas de idioestilo del autor.	de lata, el kilo de palo, el kilo de fierro oxidado, y yo y mi madre y mis hermanos nos quedamos a la intemperie en mitad de la pampa, en medio de la nada, a merced del sol, a merced del viento que comienza a azotarnos, a castigarnos con esquirlas de arena, a cubrirnos lentamente, inexorablemente, verticalmente, hasta dejarnos convertidos en dolientes figuras de salitre.
Sáez Carral, Miguel: Apaches. Lucha por lo que importa cueste lo que cueste. Barcelona: Planeta, 2014.	Sáez Carral, Miguel	Apaches. Lucha por lo que importa cueste lo que cueste	2014	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		jamás. Cubrí con ellos la luna del bar para que nadie pudiera observarnos desde la calle. Bajé el calentador al sótano, lo conecté y lo acerqué a la cama hinchable de Sastre. Y empecé a recoger el bar. Barrí los cristales del suelo, bajé el espejo y le quité las esquirlas que habían quedado incrustadas en el marco, vacié la estantería y tiré los pedazos de botellas rotas. Limpié las paredes de salpicaduras de sangre y de bebida. Fregué la barra y los platos y los vasos que habían sobrevivido a la pelea. Y después seguí con el suelo. Usé tanta lejía que los ojos me
Ruano, Carlos: «Blancanieves». Cuéntame un cuento. Barcelona: Editorial Planeta S. A., 2014.	Ruano, Carlos	Cuéntame un cuento	2014	Primera edición	Ficción	Escrito	Libro	Relato	España		Ficción		. No quería mirar atrás, le daba demasiado miedo, pero mirar hacia delante tampoco ayudaba, el polígono industrial en el que se encontraba la sala de juegos estaba desierto a esas horas. Nadie iba a acudir en su auxilio. De repente, un trozo de la pared a su derecha explotó en una lluvia de esquirlas que le cortaron la cara y le hicieron perder el equilibrio. Cuando se levantó supo de sobra que era inútil seguir corriendo, y no pudo evitar echarse a llorar. El asesino tenía una pistola y le había disparado. No tenía escapatoria.
