BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Medina, Oliva: «Ejército traslada a Lima a niño herido por explosión de granada en Satipo (VIDEO)». Correo. Lima: diariocorreo.pe, 2016-03-24.	Medina, Oliva	Correo	2016	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Perú	Andina	Noticia		estable, se le realizó la cura quirúrgica, y la operación de craniectomía descompresiva con los neurocirujanos del nosocomio, por lo que está consciente y tiene movimientos, signos que son alentadores para su recuperación. Sin embargo, el paciente necesita la reconstrucción del cráneo por haber perdido parte del hueso por efectos de las esquirlas.
Ruy Sánchez, Alberto: Los sueños de la serpiente. Ciudad de México: Alfaguara, 2017.	Ruy Sánchez, Alberto	Los sueños de la serpiente	2017	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		No todo lo he escrito desde el encierro. Hubo antes intentos de contar historias. Considero que todos han sido fallidos, o como fallas son más verdaderamente lo que son, esquirlas de la explosión, astillas en la piel de un torpe carpintero, migajas de un pan mal comido.
Electorat, Mauricio: Pequeños cementerios bajo la luna. Santiago de Chile: Penguin Random House, 2017.	Electorat, Mauricio	Pequeños cementerios bajo la luna	2017	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		Ya, o sea, cagaste, se fue a la mierda la bella historia de amor, dice Alfredo arrellanado en el sofá del Istria. La bella historia de amor parisina, agrega. Es que no hubo ninguna historia, digo yo. ¿Cómo que ninguna historia? Sí, o sea, esquirlas, retazos, nada. Pero cómo no vas a tener una idea de dónde mierda se pudo haber ido. Ninguna. ¿Fuiste a ver a la casa de sus padres? Es que no sé ni siquiera si son sus padres, pero no, no he ido, me imagino que... ¿Que no son sus
Electorat, Mauricio: Pequeños cementerios bajo la luna. Santiago de Chile: Penguin Random House, 2017.	Electorat, Mauricio	Pequeños cementerios bajo la luna	2017	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		Ella sonrió, mostró unos dientes blancos, grandes, con una esquirla de oro entre los incisivos.
Electorat, Mauricio: Pequeños cementerios bajo la luna. Santiago de Chile: Penguin Random House, 2017.	Electorat, Mauricio	Pequeños cementerios bajo la luna	2017	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		va a pisotear. En el cañón, el modelo: 92 FS y el calibre: 9 mm Parabellum. Una bala viaja a una velocidad promedio de 375 metros por segundo. Aunque algunos manuales divergen, proponen: 475 metros por segundo si es expansiva, es decir, una bala cuya punta se astilla en decenas de esquirlas en el momento del impacto, causando, por su expansión, un mayor destrozo y 381 metros por segundo si lleva coraza metálica, digamos, clásica. Las balas expansivas son casi imposibles de extraer, porque sus múltiples esquirlas penetran a 475 metros por segundo en el cuerpo y se alojan en lugares muy distantes entre
Electorat, Mauricio: Pequeños cementerios bajo la luna. Santiago de Chile: Penguin Random House, 2017.	Electorat, Mauricio	Pequeños cementerios bajo la luna	2017	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		por segundo si es expansiva, es decir, una bala cuya punta se astilla en decenas de esquirlas en el momento del impacto, causando, por su expansión, un mayor destrozo y 381 metros por segundo si lleva coraza metálica, digamos, clásica. Las balas expansivas son casi imposibles de extraer, porque sus múltiples esquirlas penetran a 475 metros por segundo en el cuerpo y se alojan en lugares muy distantes entre sí, causando una devastación total de los órganos afectados. Las balas expansivas no tienen orificio de salida. ¿Habría usado una bala expansiva o una normal? ¿Se sentirá algo en el segundo en que la bala destroza el
Stegmayer, María: «Escrito en el cuerpo: la pregunta por la violencia en algunas ficciones contemporáneas». Tonkonoff, Sergio [ed.]: La pregunta por la violencia. Buenos Aires: Pluriverso Ediciones-Clacso Ediciones, 2017.	Tonkonoff, Sergio [ed.]	La pregunta por la violencia	2017	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata	Académico		y la imaginación técnica de la felicidad, pilares que se constituyen en imperativos objetivos de un orden cuya violencia, dijimos, deja su marca en los cuerpos, las novelas comentadas exploran otros filones de la experiencia contemporánea: todas ellas trabajan la catástrofe —figura insistente— como implosión interna y externa, como desastre silencioso cuyas esquirlas subjetivas se expanden bajo la rúbrica del ocio, el duelo y la melancolía. También en ellas, pero de otro modo, la angustia pone en escena el problema del sentido y del lugar (o de la ausencia de ambos) y la interrogación adquiere un matiz singular que empuja a preguntarse qué
Fernández Ochoa, Adelaida: Afuera crece un mundo. Bogotá: Editorial Planeta Colombiana, 2017.	Fernández Ochoa, Adelaida	Afuera crece un mundo	2017	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción	Esta novela, titulada originalmente La hoguera lame mi piel con cariño de perro, fue ganadora del Premio Casa de las Américas 2015	. Hay entre la peonada hombres de la tripulación y libertos que ejecutan las tareas sin necesidad de entender sus palabras enredadas menos por la pronunciación que por la mezcla que él hace de las dos lenguas. Yo arrimo al astillero con refresco para todos, también cargo gasas, alhucemas, unturas y espinas para hacer brotar esquirlas, suturar heridas, aliviar dedos machucados. Traigo conmigo el talante de andar en los campamentos, invisible mi yegua retinta, pero en ella voy, llevo una fusta que ahora se llama Candelario Mezú, por eso reciben mis atenciones con cierta distancia, hay miradas y gestos que la franquean, y yo los guardo por
Gavilán, Lurgio: Memorias de un soldado desconocido. Lima: Instituto de Estudios Peruanos, 2017.	Gavilán, Lurgio	Memorias de un soldado desconocido	2017	Ver nota	No ficción	Escrito	Libro	Política, economía y justicia	Perú	Andina	Biografía memoria	Segunda edición revisada y aumentada.	Los heridos aumentaron en número, llegamos a tener unos veinte. Algunos llegaron con los brazos destrozados; otros, heridos por las esquirlas. Se hizo difícil la atención porque, en aquellos tiempos, casi todas las comunidades comenzaron a organizarse en rondas campesinas, en yanaumas. Nos comenzaron a perseguir. Nos retiramos a la ceja de la selva. Era difícil trasladarse con los heridos. Tenían brazos y piernas agujerados por las balas del Ejército
Mellado, Isabel: Vibrato. Santiago de Chile: Alfaguara, 2017.	Mellado, Isabel	Vibrato	2017	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		, a cucharones metálicos y sistemáticos, tantos colores al cuerpo. Una cucharita era la doméstica catapulta. Con la que estaba cayendo durante la represión, apremiaban sabores democráticos, texturas dóciles, nada invasivas. Yo, cuchareada y menguada de censura y fusas, saturada de nombres y sus aproximativos rostros, de fragmentos como esquirlas, ya no atinaba a digerir y vomitaba en colores cada tres por cuatro.
Sanz, Marta: Clavícula. Barcelona: Anagrama, 2017.	Sanz, Marta	Clavícula	2017	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		y el tabique de la nariz. Su fontanela se resquebraja por los bordes y se agranda con la edad. Los tarsos y metatarsos se me congelan. Siempre tengo tanto frío en los pies. También mis fémures se congelan. Los globos oculares como cubitos de hielo para enfriar los destilados y los labios de cristal cuyas esquirlas húmedas, salivares, cortan todo lo que tocan con cortes finos de filo de hoja de papel. Me producen escozor. El paladar de cristal no puede pronunciar sonidos oclusivos por temor a una fractura. La entera boca de cristal me sabe a sangre coagulada sobre un cristal de ensayo.
Marías, Javier: Berta Isla. Madrid: Alfaguara, 2017.	Marías, Javier	Berta Isla	2017	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Nacional de la Crítica 2017	Sin embargo llegó ese día en el que tuve que preguntar a sabiendas de que no obtendría más que una esquirla de verdad, y en el que Tomás se vio obligado a contármela, a satisfacerme con una brizna, una mota, una pavesa, una ráfaga, o quizá no fue tan poco, para él fue sin duda mucho más, fue excesivo y odió dármelo a conocer. Como he dicho
Marías, Javier: Berta Isla. Madrid: Alfaguara, 2017.	Marías, Javier	Berta Isla	2017	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Nacional de la Crítica 2017	así que mi vista se dirigía hacia la derecha cada vez que abría los ventanales, pero no sólo, también hacia la Plaza de Oriente y Lepanto y Bailén, hacia todas partes en realidad, había demasiado campo visual. No sé cuántas veces lo hice, lo que sé es que la tormenta que se desató cuando aún quedaba una esquirla de luz (esos días interminables de junio y julio y agosto en nuestro país) no me disuadió de volver a abrirlos y asomarme a uno o a otro o a otro, disponíamos de tres. Aunque fueron salidas breves (entraba en cuanto arreciaba el chaparrón), me mojé el pelo y la cara,
Loureiro, Manel: Veinte. Barcelona: Editorial Planeta, 2017.	Loureiro, Manel	Veinte	2017	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		No habían dado ni tres pasos cuando los alcanzó un grito de alerta. Desde lo alto de una de las torres del complejo, una chica los señalaba y hacía gestos excitados, sin dejar de gritar. Un par de detonaciones secas sonaron y una nube de esquirlas de yeso y pintura salpicó a los expedicionarios. Erika abrió los ojos con espanto al ver el agujero irregular que había aparecido en una pared a apenas un par de centímetros de su cabeza. Las detonaciones se reprodujeron y nuevos avispones de plomo zumbaron peligrosamente cerca de ellos.
«Revelan audio del fiscal Nisman: "Aunque quieran matarme, esto no tiene retroceso"». El Mercurio. Santiago de Chile: emol.com, 2017-02-27.		El Mercurio	2017	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena	Noticia		"Esperá, esperá un poco, seguí con tu laburo y todo, pero acá hay que alejarse (los que están vinculados con todo esto) lo antes posible para que no le pegue alguna esquirla a pobre gente que quizá no tiene mucho que ver al lado de los máximos responsables. Ahora, que los máximos responsables terminan presos en poco tiempo, no tengas duda", aseguraba Nisman.
GUILLEM CALATAYUD, PERE MIQUEL: «Restos de micromamíferos identificados en dos conjuntos de época romana: Valentia (la Almoina, València) y la Calenda de Hortunas (Requena)». Archaeofauna. Madrid: Universidad Autónoma de Madrid, Laboratorio de Arqueozoología, 2017-01.	GUILLEM CALATAYUD, PERE MIQUEL	Archaeofauna	2017	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España		Académico	Volumen 26	no quedara destruido por la acción de los agentes meteorológicos. Los huesos de micromamíferos que están expuestos al frío, al agua, a la luz directa del sol, etc., en un período de tiempo breve empiezan a agrietarse. Si estos mecanismos continúan actuando los restos óseos pronto quedarán reducidos a pequeñas esquirlas o incluso desaparecerán. Por otra parte, hubo un intervalo de tiempo lo suficientemente dilatado antes de la amortización del pozo votivo que permitió su utilización como cubil por Mustela nivalis (comadreja).
Costamagna, Alejandra: El sistema del tacto. Barcelona: Anagrama, 2018.	Costamagna, Alejandra	El sistema del tacto	2018	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción	Finalista del 36.º Premio Herralde de Novela. Contiene fragmentos con erratas hechas adrede que forman parte de la novela	la llamaban señorita y la seguían a todos lados, como pichones sin alas, sin norte. Luego se esfuman los críos y Ania vuelve a esta pieza de hospital. A Nélida en el recuerdo de Claudia en voz alta. De la pierna izquierda de la mujer, habla la prima ahora. La pierna llena de esquirlas por la explosión de la granada, ¿te acordás? Ania imagina que el sobrino de Nélida es uno de sus alumnos, que agoniza en sus brazos. La bomba ha explotado en la escuela y ella, Ania, no ha sido capaz de salvarlo. El tobillo de Ania se desangra y ella piensa que
Ruiz Sosa, Eduardo: «II. Sobre el sueño como un lugar». Primera silva de sombra. Ciudad de México: Penguin Random House Grupo Editorial, 2018.	Ruiz Sosa, Eduardo	Primera silva de sombra	2018	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción	Escrito en Cerdanyola del Vallès, 2012	objetos de la memoria elegida, se iba desgastando: por la mañana, con paciencia y luz, examinaba cuidadosamente el ojo de cristal con el ojo verdadero: buscaba rayones, grietas, raspaduras, la inevitable decoloración del iris y la pupila, la deformación de la esfericidad necesaria, el tacto cortante de alguna mínima esquirla. Las palabras se desgastan, decía, también nosotros, a través de los ojos, empezamos a desgastarnos cuando se insiste tanto en mirar hacia el imposible pasado.
Ruiz Sosa, Eduardo: «IV. Historia parcial de la ceguera». Primera silva de sombra. Ciudad de México: Penguin Random House Grupo Editorial, 2018.	Ruiz Sosa, Eduardo	Primera silva de sombra	2018	Primera edición	Ficción	Escrito	Libro	Relato	México	México y Centroamérica	Ficción	Escrito en Cerdanyola del Vallès, 2012	, de luz muerta, de niebla y cataratas y nubarrones, de madrugadas, de alcoholismo, de tabaco, enfermo de farsa, de huesos rotos, si los ojos tuvieran huesos y esos huesos pudieran romperse, enfermo de coágulos, de aneurismas explosivos, de hipertensión hipertrófica, de manchas solares, de abolladuras y esquirlas, de tisis, de burocracia, de hipermetropía, miopía y astigmatismo, de lentitud, de nostalgia, de falsas esperanzas, de la cuadratura del círculo, de ángulos rectos, de trigonometría, enfermo de él, Yo no tengo un ojo de vidrio, dijo, Hay un ojo de vidrio que me tiene
Rosa, Isaac: Feliz final. Barcelona: Seix Barral, 2018.	Rosa, Isaac	Feliz final	2018	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		celebrar el fin del proceso judicial: el día que mi abogado recibió la sentencia con las medidas definitivas. Aunque no logré la custodia compartida, ni tampoco el régimen de visitas merecía celebración, era grande el alivio de poner fin a todo aquello. Lástima no haber llevado también un cuaderno judicial, porque apenas recuerdo esquirlas, mi memoria ha sabido evitarme rencores perennes: el juzgado, aquella sala sórdida con iluminación criminalizadora. El juez y la fiscal, cuya sola presencia autoritaria ya me culpabilizaba por décadas. El abogado de ella, insidioso; Teresa que balbuceaba ante mi abogado y me miraba con más tristeza que recriminación. La sala
«Cicatrices históricas y símbolos ocultos en la piel del Panteón». Última Hora. Asunción: ultimahora.com, 2018-08-10.		Última Hora	2018	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Paraguay	Río de la Plata	Noticia		Vestigios de esquirlas de balas y proyectiles de las numerosas revueltas y revoluciones intestinas se dejan ver en distintas partes del Panteón Nacional de los Héroes. Tras la restauración, salieron a la luz las cicatrices de la historia sobre la corteza original del monumento. Lo mismo ocurría con los detalles artísticos y toda la simbología que permanecían ocultas
«Cicatrices históricas y símbolos ocultos en la piel del Panteón». Última Hora. Asunción: ultimahora.com, 2018-08-10.		Última Hora	2018	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Paraguay	Río de la Plata	Noticia		histórico que conserva este ícono de la ciudad. "La tarea de la restauración es justamente rescatar; eso le explicamos a la gente que se preocupa por los detalles, esos que son las cicatrices que nos cuentan la historia. Esos cuadraditos que ves ahí —dice por los notorios parches— son los lugares donde encontramos esquirlas de balas que eran de las revoluciones que hubo acá".
Friera, Silvina: «Tengo la responsabilidad de poner el dedo en la llaga». Página/12. www.pagina12.com.ar: https://www.pagina12.com.ar/95200-tengo-la-responsabilidad-de-poner-el-dedo-en-la-llaga, 2018-02-13.	Friera, Silvina	Página/12	2018	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata	Entrevista		repartida entre el castellano, el armenio y el turco. "Cuento la historia de los cuerpos para nombrar algo de lo íntimo", afirma esta mujer que tempranamente confiesa que viajó a Estambul para buscar al hijo de su abuela. "¿O habrá sido una niña?", se pregunta como si las esquirlas de un relato en el que se insinuó una violación continuaran clavándose en la memoria de un cuerpo deseante que intenta unir lo que ha sido mutilado. El viaje le permite deconstruir la caída del Imperio Otomano —y el impacto que tuvo en la política de la lengua y en los cuerpos de las minorías como
Miranda Aburto, Wilfredo: «Nicaragua: “¡Disparaban con precisión, a matar!”». CIPER. www.ciperchile.cl: https://www.ciperchile.cl/2018/05/28/nicaragua-disparaban-con-precision-a-matar/, 2018-05-28.	Miranda Aburto, Wilfredo	CIPER	2018	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena	Noticia		Los impactos de bala presentan en su mayoría orificios de entrada y salida. Trayectorias que dejan una estela de destrucción en la masa cerebral. En las tomografías pueden verse como un surco gris abierto por el proyectil que deja, en algunos, esquirlas de plomo o de hueso desperdigadas. Balas poderosas.
Miranda Aburto, Wilfredo: «Nicaragua: “¡Disparaban con precisión, a matar!”». CIPER. www.ciperchile.cl: https://www.ciperchile.cl/2018/05/28/nicaragua-disparaban-con-precision-a-matar/, 2018-05-28.	Miranda Aburto, Wilfredo	CIPER	2018	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena	Noticia		“Como la anatomía de su cara estaba destrozada, con mayor razón el paciente debió ser sedado. Porque sin anestesia es realizar un procedimiento a ciegas y bajo el peligro que las esquirlas del hueso le afectaran el ojo. Sin duda fue cruel”, explica el médico.
Alonso, Rodrigo: «El Caney: la heroica gesta de un puñado de españoles frente a miles de yanquis». ABC. Madrid: abc.es, 2018-11-23.	Alonso, Rodrigo	ABC	2018	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España		Divulgación		«El valor de los españoles superó todo lo imaginable. Las granadas hacían explosión en las calles, los blocaos saltaban por los aires, esquirlas de plomo barrían las trincheras, penetraban en cada rendija, en cada esquina, en cada aspillera, pero los soldados de aquel incomparable héroe, el general Vara de Rey, serenos y decididos, no dejaban de emerger de las trincheras para lanzar descarga tras descarga contra los atacantes».
Ansón, Luis María: «Alberto Conejero, allí donde habita el olvido». El Cultural. Madrid: elcultural.com, 2018-10-12.	Ansón, Luis María	El Cultural	2018	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España		Opinión		éxito y reconocimiento. No me equivoqué. Autor de teatro ya consagrado, analista certero de Federico García Lorca, el autor de La piedra oscura está consolidado en las cumbres de nuestra República de las letras. La investigación que hizo sobre Rodríguez Rapún y los sonetos lorquianos fue sobresaliente. El amor, escribí hace dos años, es la esquirla de un instante, "el incendio de la piedra oscura, aire de estrellas y temblor de planta, terca madrugada que agrupa sus gemidos, boca rota de amor y alma para que el tiempo encuentre destrozado" al poeta que pisa las huellas fugitivas del autor de Llanto por Ignacio Sánchez Mejías.
Pérez de Ziriza, Carlos: «Lori Meyers: la transición entre dos mundos». El País. elpais.com: https://elpais.com/cultura/2018/07/03/actualidad/1530623625_349327.html, 2018-07-03.	Pérez de Ziriza, Carlos	El País	2018	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España		Noticia		, Fangoria) media un enorme trecho, a medias jalonado por Thom Monahan (Pernice Brothers) o Ken Coomer (Wilco). De alumnos aventajados de Los Planetas y del indie rock yanqui más anfetamínico a defensores de los placeres sintéticos de fácil digestión en una suerte de depuración (¿o fue simplificación?) de estilo, con esquirlas funk e incluso prog en su última fase, pasando por su rol de recuperadores de la herencia sixtie hispana, el recuerdo filtrado de Los Brincos o sus paisanos Los Ángeles. Mucha mili a cuestas, y muy diversa. Dejándose fans en el camino y ganando otros más jóvenes para la causa.
Guerriero, Leila: Opus Gelber: Retrato de un pianista. Barcelona: Anagrama, 2019.	Guerriero, Leila	Opus Gelber: Retrato de un pianista	2019	Primera edición	Ficción	Escrito	Libro	Novela	Argentina	Río de la Plata	Ficción		Cada vez, Franco asiente y toca, asiente y toca. Bruno escucha y señala –«No como técnica sino como frase», «Bien, pero no estás en tiempo», «Más arriba»–, ajustando minúsculas esquirlas dentro de la maquinaria profunda del texto musical. Meses más tarde, durante una cena, su amigo, el periodista Hugo Beccacece, va a preguntarle en qué reside lo que él considera «su estilo». Antes de pasar a otro asunto (contar que Juana lo llamó desde el supermercado para avisarle
Serna, Enrique: El vendedor de silencio. Ciudad de México: Alfaguara, 2019.	Serna, Enrique	El vendedor de silencio	2019	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción	Novela ganadora del Premio Xavier Villaurrutia 2019	de coñac lo tentó con más fuerza. Se sirvió una copa de las panzonas, pero cuando estaba a punto de beberla, un escrúpulo profesional apagó su sed y avivó su rabia. No valía la pena emborracharse por una mamona engreída. Apretó la copa hasta quebrarla y de su palma rajada por las esquirlas manó un riachuelo de sangre. Con la copa rota alzada como un cáliz recordó las palabras del ofertorio: Tomad y bebed todos de él, porque esta es mi sangre, sangre de la alianza nueva y eterna que será derramada por vosotros. El sacrificio abría las puertas de la gloria, no había redención sin
Rea, Daniela; Ferri, Pablo: LA TROPA. Por qué mata un soldado. Ciudad de México: Aguilar, 2019.	Rea, Daniela; Ferri, Pablo	LA TROPA. Por qué mata un soldado	2019	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica	Otros	Premio de periodismo Javier Valdez Cárdenas 2018	Patricia los escuchó y su yerno los sintió: las balas y esquirlas le dieron en el cuello, la cara, el oído, el labio y el brazo izquierdo. Y él, que venía conduciendo el auto, frenó.
Rea, Daniela; Ferri, Pablo: LA TROPA. Por qué mata un soldado. Ciudad de México: Aguilar, 2019.	Rea, Daniela; Ferri, Pablo	LA TROPA. Por qué mata un soldado	2019	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica	Otros	Premio de periodismo Javier Valdez Cárdenas 2018	El hecho es que, acorralados, mintieron. Colocaron dos camionetas que poco tenían que ver con los Almanza en la escena del crimen. Dijeron que Brayan y Martín murieron por esquirlas de la explosión de una granada de fragmentación lanzada por el grupo criminal. Luego el informe médico demostraría que habían muerto por heridas de bala.
Rea, Daniela; Ferri, Pablo: LA TROPA. Por qué mata un soldado. Ciudad de México: Aguilar, 2019.	Rea, Daniela; Ferri, Pablo	LA TROPA. Por qué mata un soldado	2019	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica	Otros	Premio de periodismo Javier Valdez Cárdenas 2018	plomo, es todo un veterano diez años después de ingresar al Ejército. Sus piernas son un museo de la violencia del país. En uno de sus muslos trae la cicatriz de aquella herida de bala, aquel túnel abierto a fuerza en la carne. En uno de sus pies, las marcas de varias esquirlas de hierro evocan los balazos de un tiroteo distinto, posterior. Y han sido tantos...
Faverón Patriau, Gustavo: Vivir abajo. Barcelona: Candaya, 2019.	Faverón Patriau, Gustavo	Vivir abajo	2019	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		. Por ejemplo, los cineclubes: va de noche. Los chicos de San Marcos y la Católica lo ven, se preguntan quién es. Circulan rumores, como pasa siempre en Lima. Él mira la calle Colina desde una mesa en un tugurio. El hielo hace clic, clac. Hay edificios con ventanas rotas, esquirlas de vidrio en las veredas, tanquetas en las pistas, camiones con infantes de Marina, tranqueras y barricadas. Pero la gente circula alrededor como si no viera nada. Yo, por ejemplo: nunca veo nada...
Faverón Patriau, Gustavo: Vivir abajo. Barcelona: Candaya, 2019.	Faverón Patriau, Gustavo	Vivir abajo	2019	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		a Walter Ruttmann, a Dziga Vertov. (A mí, George me parece un erudito: me obsesionan sus obsesiones, la furia viva de su relación con el cine, al que parece detestar y adorar al mismo tiempo. Lo envidio). Cuenta argumentos de películas que no parecen argumentos de películas, sino esquirlas que se han desenterrado de la piel con los dientes. Después sigue hablando, pero ya no da la impresión de hablarme a mí, sino a alguien que está sentado en mi silla pero que no soy yo. A esa persona, George le habla de películas que se pueden ver con los ojos cerrados y
Faverón Patriau, Gustavo: Vivir abajo. Barcelona: Candaya, 2019.	Faverón Patriau, Gustavo	Vivir abajo	2019	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		el perfil de Raymunda: ¿imaginación torturada o imaginación torturante? Imaginación torturadora, piensa: imaginación de torturador. En ese instante formula, por primera vez completa, aunque en silencio, solo en su mente, otra frase, pero esta es una que quiere decir hace tiempo, o cuyos fragmentos inarticulados, como las esquirlas que deja la explosión de una granada, segundos después de la explosión, lo circundan, lo orbitan, desde hace tiempo: mi padre fue un torturador. ¿Por qué decís eso?, responde Raymunda. ¿Decir qué?, se sorprende George. Que tu padre fue un torturador, dice Raymunda. ¿
Faverón Patriau, Gustavo: Vivir abajo. Barcelona: Candaya, 2019.	Faverón Patriau, Gustavo	Vivir abajo	2019	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		, sino otro nombre que no escogerás al azar. En el café de los perros barcinos escribirás la carta más larga de tu vida y la enviarás a la Unidad de Estabilización Mental de la Prisión Estatal de Warren, Maine. Y entonces, cuando todo tu pasado haya vuelto a la normalidad, o cuando las esquirlas de tu pasado se hayan reordenado en algo perversamente similar a la realidad, empezarás a buscarme a mí, pero nunca me encontrarás, sino hasta muchos años más tarde, una noche en que visitarás mi tumba en La Paz, una tumba delirante en un cementerio anodino: yo habré muerto de cirrosis y locura, minuciosamente
Faverón Patriau, Gustavo: Vivir abajo. Barcelona: Candaya, 2019.	Faverón Patriau, Gustavo	Vivir abajo	2019	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina	Ficción		mandó desde que se fue de Maine, a principios de los ochenta, hasta 1992: desde Paraguay, desde Argentina, desde Chile, desde Perú, día por día, con el largo hiato de los años que pasó en la cárcel, que luego subsanó con interminables cartas que trataban de llenar ese agujero con las esquirlas de su deshecha memoria, aunque eso solo lo descubrí en los días siguientes, cuando acabé de leerlas de cabo a rabo.
«Los muchachos». Vásquez, Juan Gabriel: Canciones para el incendio. Barcelona: Alfaguara, 2019.	Vásquez, Juan Gabriel	Canciones para el incendio	2019	Primera edición	Ficción	Escrito	Libro	Relato	Colombia	Caribe continental	Ficción		En las ventanas del barrio comenzaron a aparecer cruces de cinta blanca: alguien había dicho que era la única manera de que una bomba cercana no convirtiera los vidrios en esquirlas asesinas. Para los muchachos, el barrio comenzó a verse como un gigantesco mapa donde había un tesoro en cada casa, pues en cada ventana brillaba una equis blanca, y una noche alguien decidió probar la estrategia. Era tarde y nadie vio a los que pasaron, ráfagas de bicicleta, tirando piedras del
Mola, Carmen: La red púrpura. Barcelona: Penguin Random House Grupo Editorial, 2019.	Mola, Carmen	La red púrpura	2019	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Buendía ha examinado a Aurora y le muestra a Elena una pequeña esquirla de algo que parece piedra.
Mola, Carmen: La red púrpura. Barcelona: Penguin Random House Grupo Editorial, 2019.	Mola, Carmen	La red púrpura	2019	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		—Es una sortija con un zafiro engastado. Según cuenta el periodista, era el premio para los que ganaban las peleas. ¿Recordáis la esquirla que sacamos de la herida en el pómulo de Aurora?
Camps, Joaquín: La silueta del olvido. Barcelona: Planeta, 2019.	Camps, Joaquín	La silueta del olvido	2019	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Azorín de Novela 2019	—Sí, un hombre con suerte... Aunque, la verdad, es un dato que no aporta nada. —No aporta nada pero te gusta, Ramón; quizás porque compacta la historia y le confiere patetismo—. Pero lo más interesante que han averiguado no es eso. Analizaron las esquirlas del taller de herrería del Lido, el hotel abandonado en el que Lara fingió su propio secuestro. Son los restos de un molde de troquelado que fue hecho pedazos, seguramente para que no lo localizásemos. Pero lo han recompuesto, pieza a pieza, en plan puzle, con mucha paciencia.
Vallejo, Irene: El infinito en un junco: La invención de los libros en el mundo antiguo. Madrid: Ediciones Siruela, S. A, 2019.	Vallejo, Irene	El infinito en un junco: La invención de los libros en el mundo antiguo	2019	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España		Divulgación		Cuando camino por las calles de trazado romano de mi ciudad, pienso que en algún lugar, como en la mágica Oxford, duerme una gran biblioteca en el subsuelo. Aplastadas por el bullicio de las calles, bajo el asfalto y la prisa, mil veces pisadas y saqueadas, sin duda deben de sobrevivir las últimas esquirlas de los nichos donde nuestros remotos antepasados conocieron los libros.
